symbol,strategy,entry_ts,exit_ts,side,entry_price,exit_price,quantity,raw_pnl,entry_fee,exit_fee,pnl_net,pnl_bps
BNBUSDT,S3,1780530783531,1780532815971,Long,620.82414,618.3763,1.0,-2.447840000000042,0.34145327700000005,0.34010696500000004,-3.129400242000042,-50.40719328343195
BNBUSDT,S3,1780558933060,1780558946082,Long,603.42066,602.4794800000001,1.0,-0.9411799999999175,0.33188136300000004,0.3313637140000001,-1.6044250769999175,-26.588832357843327
BNBUSDT,S3,1780558976566,1780559268260,Long,603.52068,601.27972,1.0,-2.2409599999999728,0.331936374,0.330703846,-2.903600219999973,-48.11103109175933
BNBUSDT,S3,1780559270522,1780559550341,Long,601.52028,600.27992,1.0,-1.2403600000000097,0.330836154,0.33015395599999997,-1.9013501100000096,-31.609077419634293
BNBUSDT,S3,1780559553318,1780560757429,Long,600.52008,597.7804199999999,1.0,-2.7396600000000717,0.330286044,0.328779231,-3.398725275000072,-56.59636352210024
BNBUSDT,S3,1780587026798,1780587660998,Long,605.4210599999999,605.47888,1.0,0.05782000000010612,0.33298158299999997,0.333013384,-0.6081749669998939,-10.045487466192439
BNBUSDT,S3,1780587738598,1780588084998,Long,605.32104,603.77922,1.0,-1.5418200000000297,0.33292657200000003,0.33207857100000004,-2.20682514300003,-36.45710287882988
BNBUSDT,S3,1780588085998,1780588224599,Long,604.02078,604.0791600000001,1.0,0.058380000000170185,0.332211429,0.33224353800000006,-0.6060749669998299,-10.034008548511029
BNBUSDT,S3,1780588225698,1780590350598,Long,604.6209,606.17874,1.0,1.557839999999942,0.332541495,0.333398307,0.8919001979999419,14.751395428109447
BNBUSDT,S3,1780615832098,1780616521898,Long,600.7201200000001,603.27932,1.0,2.559199999999919,0.33039606600000004,0.331803626,1.8970003079999187,31.578770959093536
BNBUSDT,S3,1780644613898,1780644631398,Long,584.81694,586.58266,1.0,1.7657199999999875,0.32164931700000005,0.322620463,1.1214502199999874,19.176089871815055
BNBUSDT,S3,1780644820898,1780644823998,Long,589.51788,589.3821,1.0,-0.13577999999995427,0.324234834,0.32416015500000006,-0.7841749889999543,-13.301971248097756
BNBUSDT,S3,1780644837999,1780644845099,Long,589.51788,589.28212,1.0,-0.2357600000000275,0.324234834,0.324105166,-0.8841000000000276,-14.997000599880494
BNBUSDT,S3,1780644859798,1780644863998,Long,590.01798,589.48208,1.0,-0.5358999999999696,0.324509889,0.324215144,-1.1846250329999697,-20.077778528036887
BTCUSDT,S2,1780496966661,1780496969936,Long,66733.94412,66714.05451999999,1.0,-19.889600000009523,0.0,0.0,-19.889600000009523,-2.9804322616155186
BTCUSDT,S2,1780498537092,1780498540542,Long,66854.06813999999,66806.93594000001,1.0,-47.132199999978184,0.0,0.0,-47.132199999978184,-7.0500122597293595
BTCUSDT,S2,1780500206951,1780500209265,Long,66364.47024,66348.42766,1.0,-16.042579999993904,0.0,0.0,-16.042579999993904,-2.417344693926981
